CODI_CAPA,NOM_CAPA_CAT,NOM_CAPA_CAST,NOM_CAPA_ANG,COORD_X,COORD_Y,EQUIPAMENT,TELEFON,ADRECA
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429670.445,4582735.892,Bar Musical Maslaos Lounge,618874549,C Enric Granados 71
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429678.24,4582919.668,Bar musical Mediterraneo,null,C Balmes 129
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429680.224,4584257.201,Virreina Bar,932379880,Pl Virreina 1
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429680.848,4582608.884,Bar musical Zeppelin,934514220,Mallorca 196
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429684.586,4582829.609,Bar musical Tubo Bar,609615150,Provenca 203
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429686.208,4582750.776,Bar Musical Linea 6.25,null,C Enric Granados 52
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429688.529,4582142.999,Bar Musical Sweet Cafe,null,C Casanova 75
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429689.244,4582525.695,Espit Chupito,934530967,Aribau 77
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429696.948,4582134.583,Bar musical Ambar,null,Casanova 71
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429698.094,4582738.595,Restaurant Buko,934518462,C Enric Granados 48
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429699.044,4583000.204,Nick Havanna,932177732,C Rossello 208
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429699.284,4584130.491,Bar musical La Perla Rock'n'Roll Bar,610883011,C Perla 26
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429710.623,4584099.687,Bar Bambu Lounge,933686883,C Vallfogona 23
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429714.88,4584154.729,Bar Musical Blues Cafe,934160965,Perla 37
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429725.275,4584152.299,Bar Musical Chihuahua Brazil,934158861,C Perla 34
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429726.133,4582629.988,The Philharmonic,934511153,C Mallorca 204
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429736.642,4583622.112,Bar musical Zimbabwe,679566277,Mozart 0013
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429742.768,4581896.574,Bar People Lounge,null,C Villarroel 71
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429767.185,4582536.691,Bar musical Blank,934540148,Valencia 0191
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429768.646,4582826.9,Bar Musical Pipiolo,933235972,C Balmes 113
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429771.405,4582360.622,Bar Restaurant El ultimo Agave,934549343,C Arago 193
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429771.563,4582089.669,Bar Restaurant Cubaneo,934543188,C Casanova 70
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429774.193,4582543.408,Bar musical Pablo Moreno,934518342,C Valencia 193
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429775.59,4582171.286,Crazy's,934545202,C Consell de Cent 245
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429776.826,4583650.903,Le Journal,932180413,C Francisco Giner 36
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429780.396,4582463.485,Buleria Cafe-bar,934531019,Aribau 66
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429784.067,4581961.479,Cafe Bohemia,934522268,C Diputacio 174
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429787.843,4583637.832,Bar musical Sabor Cubano *Francisco Giner,932173541,Francisco Giner 0032
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429788.967,4584020.43,Bar Musical D.I.Y. ATAK,null,C Ramon y Cajal 35
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429790.089,4582231.123,Bar musical Punto BCN,934536123,Muntaner 63
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429791.792,4582187.053,Cocteleria Dacksy,932512925,C Consell de Cent 247
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429809.41,4583524.562,Bar musical Petit Brasil,null,C Ferrer de Blanes 3
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429810.893,4583474.702,Bar Musical Dluz,934154459,C Bonavista 6
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429811.677,4583596.037,Bar Musical Gusto,null,C Francisco Giner 23
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429811.677,4583596.037,Bar musical Relics,647444965,C Francisco Giner 23
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429814.137,4583605.18,Bar musical Maracatu,932376940,Francisco Giner 22
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429835.322,4584599.998,Goldenexe Bar,934155978,C Providencia 88
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429849.776,4580824.021,Picasso Cafe Teatro,695360692,Elkano 67
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429853.504,4583631.433,L'Astrolabi,934910899,C Martinez de la Rosa 14
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429854.249,4583555.731,Bar Restaurant Wonka,932173730,C Francisco Giner 6
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429855.964,4582249.471,Bar musical atame,934549273,C Consell de Cent 257
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429860.055,4583762.25,Mandragora,616057942,C Progres 38
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429881.108,4582742.407,Bar Musical Pigalle (Lesfatales),932155080,Balmes 90
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429886.133,4582706.814,Bar musical Genui,null,Balmes 83
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429888.754,4582625.346,Bar Musical Cafe de les Arts,934545838,C Valencia 234
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429891.131,4583107.12,Restaurant & Lounge Club Solo,932723880,Ptge Concepcio 7
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429897.384,4582633.795,Bar musical Aire - Sala Diana,934515812,Valencia 236
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429898.898,4582724.291,Bar musical Beat,null,Balmes 86
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429899.196,4584096.327,Associacio Cultural Heliogabal,null,C Ramon y Cajal 80
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429926,4584353.499,Bar Musical Bristol Blue,932843741,C Torrent de les Flors 39
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429932.165,4584361.369,Bar musical Mambo,932177880,Torrent de les Flors 0046
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429933.023,4583379.296,Distrito Diagonal,null,Av Diagonal 442
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429933.023,4583379.296,El Garaje Hermetico,658794931,Av Diagonal 442
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429946.135,4583275.871,Hotel Omm-Club OmmSession,934454000,C Rossello 265
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429947.219,4583502.109,La Cervesera Artesana,932379594,Sant Agusti 14
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429964.242,4582626.333,Raco 69 Tasca Bohemia,null,C Balmes 69
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429964.916,4581516.022,The Smoking Dog,null,C Comte d'Urgell 30
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429966.411,4582140.329,Chaise Lounge,933232235,C Diputacio 206
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429974.508,4582073.146,G Cafe,934516536,C Muntaner 24
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429982.583,4582155.859,Bar musical Sal i Pebre de Copas,934547275,Diputacio 214
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',429983.067,4584367.339,Bar musical Speed 58,null,C Sant Lluis 58
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430007.872,4583882.266,Bar musical Sal Gracia,932198826,C Tordera 42
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430009.458,4582773.746,Planet Sol,934879955,Valencia 235
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430010.235,4580840.054,Bar musical Tinta Roja,934433243,Creu dels Molers 17
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430014.644,4584128.965,Bar Electric,null,Trav Gracia 233
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430023.53,4584416.344,Bar Musical Take it Easy,932139332,C Sant Lluis 79
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430034.362,4583880.714,Oniria,null,C Mila i Fontanals 35
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430047.26,4582249.226,Restaurant Domestic,934531661,C Diputacio 215
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430074.087,4582088.4,Bar Musical Kahiki,933231883,G.V. Corts Catalanes 581
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430074.978,4587030.339,Samba Brasil,934206653,C Santes Creus 20
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430077.05,4582511.013,La Taberna del Yoyas,null,C Balmes 49
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430084.846,4582534.21,Bar musical Paco Moreno,934878327,C Balmes 56
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430087.344,4581843.487,Bar musical La Cama,933259120,C Sepulveda 178
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430095.138,4581949.554,Bar musical Six,934530075,Muntaner 6
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430107.066,4583384.58,Bar musical New Chaps,932155365,Av Diagonal 365
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430120.618,4587518.54,La Krypta,934270919,Canigo 16
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430137.119,4583275.582,Bar Prelude,934879445,Provenca 277
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430143.901,4582532.639,Bar musical Abacaxi,934873314,C Consell de Cent 319
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430146.777,4580797.112,Solo Bar,933 297 618,C Margarit 18
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430148.994,4587103.517,Mil.lenni,934071625,C Horta 4
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430159.635,4587058.094,Periferic,934208788,C Tajo 5
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430160.231,4582517.666,Discoteca Beep Beep,934877960,Consell de Cent 280
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430171.136,4581336.928,Bachata Rosa,null,C Sant Antoni Abat 63
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430196.164,4581462.008,Escola de Musica Taller de Musics-JazzSi Club Taller de Musics,933290020,C Requesens 2
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430213.132,4580781.522,Bar Musical Tribal,null,C Blai 29
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430225.528,4587051.962,Discoteca Louise se va,934299856,C Santa Amalia 26
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430229.084,4585075.257,Bar musical Badland,934501512,C Praga 3
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430235.87,4581671.392,Restaurant Bar Musical Imprevist,933425859,C Ferlandina 34
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430238.521,4587062.435,La Lola Bar,null,C Santa Amalia 20
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430248.386,4584627.751,Bar Musical Mas Que Copas,932842476,C Secretari Coloma 42
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430257.831,4586981.926,Old Black Cafe,null,C Duero 54
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430275.544,4583004.614,Bar musical Les gents que j'aime,932156879,C Valencia 286
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430279.52,4581864.737,Manchester *Valldonzella,627733081,C Valldonzella 40
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430281.697,4584743.934,Bar Musical Jazzpetit,null,C Encarnacio 143
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430282.087,4581848.15,Bar Betty Ford,933041368,C Joaquin Costa 56
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430288.499,4581898.174,Tra Tres,933174870,C Valldonzella 30
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430294.156,4581832.982,Bar Musical Oddland,933014161,C Joaquin Costa 52
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430308.014,4582245.251,Restaurant Danzarama,933019743,G.V. Corts Catalanes 604
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430324.773,4580832.045,Barcelona Rouge,934424985,Poeta Cabanyes 21
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430329.907,4581772.61,Bar musical Benidorm,933178052,Joaquin Costa 0039
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430350.499,4582994.877,Bar musical The Daily Telegraph,932151779,C Pau Claris 139
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430351.769,4581382.064,Big Bang Bar,934432813,C Botella 7
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430370.24,4582043.579,Bar musical The Shamrock,934124636,Tallers 72
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430382.966,4580944.526,Bar musical Paddock,933295142,Av Paral.lel 92
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430398.738,4582039.08,Bar Musical Walhalla,null,C Tallers 68
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430419.03,4584408.495,Lady Godiva,932074101,Trav Gracia 276
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430446.733,4580674.6,Bar Musical Gran Bodega Salto,934413709,C Blesa 36
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430490.063,4582684.908,Cerveseria George & Dragon Barcelona,934 881 765,C Diputacio 269
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430490.069,4582684.913,Restaurant Pub George & Dragon,934882684,C Diputacio 269
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430493.161,4581305.611,Bar musical Raixnow,null,C Aurora 16 LB
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430513.486,4580979.367,Bar La Confiteria,93 443 0458,Sant Pau 128
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430516.054,4580691.034,Bar musical  Discoteca Plataforma,933290029,C Nou de la Rambla 145
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430517.706,4583206.235,Bar musical Dow Jones,null,Bruc 97
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430523.391,4582849.05,Restaurant Cinemateca,934883130,Pau Claris 0120
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430526.756,4581581.031,Bar Muy Buenas,null,C Carme 63
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430532.782,4583519.339,Divina's,null,Av Diagonal 337
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430561.796,4583504.097,Bar musical La Trabanqueta,932073019,C Mallorca 329
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430564.821,4581796.383,Raval Bar,933024133,C Doctor Dou 19
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430587.492,4581327.206,Lab27,null,C Sant Rafael 0027
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430609.653,4581972.935,Kasparo,933022072,Pl Vicenc Martorell 4
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430647.878,4583400.402,Bar musical Faristol,932075665,Valencia 335
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430654.425,4583864.964,Bar Musical Jazzman,667618593,C Roger de Flor 238
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430717.348,4581285.582,Bar Restaurant Zentraus-Zentraus Club,934438078,Rbla Raval 41
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430734.345,4582825.197,Bar musical Snooker Club Barcelona,933188247,C Roger de Lluria 42
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430734.47,4581412.98,Bar musical La Bata de Boatine,null,C Robador 18
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430743.125,4581316.828,Bar Musical Stramonium,null,C Espalter 4
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430751.196,4582615.649,Restaurant Bar  Buda,933 184 252,C Pau Claris 92
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430754.814,4581440.235,Bar Musical Robadors 23,null,C Robador 23
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430758.177,4582134.514,Bar Restaurant Hard Rock Cafe,932702305,Pl Catalunya 21
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430758.755,4582576.51,Bar Bobby's Free,933016784,Pau Claris 85
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430772.767,4581271.506,Restaurant Bar 68,934413115,C Sant Pau 68
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430779.936,4583599.293,Ursus Cave,null,Av Diagonal 323
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430790.952,4581283.111,Bar Marsella,null,C Sant Pau 65
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430795.242,4582922.663,La Taberna Coctail Bar,933178289,C Bruc 55
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430826.842,4581428.387,Bar musical Kabara,626774405,C Junta de Comerc 20
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430845.245,4583187.958,Bar musical Bare Nostrum,932652526,Consell de Cent 384
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430884.515,4582809.587,SabaiNit Club Musical,934816832,G.V. Corts Catalanes 674
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430905.091,4581327.129,Bar musical The Quiet Man,934121219,Marques de Barbera 11
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430906.696,4587937.834,Bar musical La Musgana,933509103,Lorena 33*35
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430923.18,4581751.942,Bar musical  2o Acto,null,C Roca 18
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430928.063,4583112.67,Bar musical Local Crew,null,C Diputacio 341
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430949.171,4582529.745,Pub The George Payne Irish Bar,934815294,Pl Urquinaona 5
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430954.444,4581267.241,Bar musical London Bar,933185261,C Nou de la Rambla 34
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430956.311,4583383.972,Liverpool,932324702,Pg Sant Joan 74
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',430997.319,4583561.897,Macumba,932077507,C Arago 381
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431038.872,4581216.073,Bar Musical La Concha del Barrio Chino,933024118,C Guardia 14
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431040.33,4583034.997,Bar El Venezia,902888115,G.V. Corts Catalanes 667
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431060.136,4581547.661,Cerveseria Molly's Fair City,933424026,C Ferran 7
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431067.499,4582059.343,Cafeteria  Restaurant Living Bar,934121370,Capellans 9
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431085.627,4581492.287,Bar Musical Glaciar,933021163,Pl Reial 3
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431098.727,4581172.254,Bar Musical El Cangrejo,null,C Montserrat 9
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431104.386,4582989.554,Nave 43,659788761,C Bailen 43
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431106.424,4581354.362,Bar Subway - Sports Bar *La Rambla,933017507,C la Rambla 31
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431119.039,4581178.217,Bar musical Pastis,933187980,Santa Monica 4
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431121.345,4584329.387,Bar musical Samba Brasil,934561798,C Lepant 297
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431125.253,4581534.998,Sidecar Factory Club,933177666,Pl Reial 7
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431128.446,4583277.555,Bar musical Ya lo sabes,932651055,C Diputacio 340
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431128.825,4581185.924,Bar Restaurant Before,933013503,C Santa Monica 2*4
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431132.168,4581441.638,Jamboree,933191789,Pl Reial 17
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431139.273,4581585.374,Bar musical Padam ... Padam,933025062,C Rauric 9
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431161.35,4581557.125,Bar musical Malpaso,null,C Rauric 20
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431163.864,4581560.776,Bar Musical Sugar,null,C Rauric 21
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431167.28,4581419.325,Cafe Royale,934121433,C Nou de Zurbano 3
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431168.302,4581556.689,Bar de copes Sub-Rosa,null,C Rauric 23
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431197.176,4582161.418,Pub Irlandes McCarthy's Bar,932681003,Via Laietana 0044
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431227.129,4581485.699,Bar musical Pile 43,933173902,C n'Agla 4
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431228.557,4581375.697,Bar musical Fantastico Bipp!,933175411,Ptge Escudellers 3
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431233.98,4581486.645,Bar Musical Sorrento,934120006,C n'Agla 7
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431237.551,4581453.719,Restaurant Bar Musical Zoo,933027728,C Escudellers 33
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431240.611,4581288.227,Paddy Flaherty's Irish Bar,934126263,Pl Joaquim Xirau i Palau 3
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431249.576,4582904.28,Cabaret Berlin,687969825,C Bailen 22
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431250.154,4581459.981,Bar Musical Fonfone,933171424,Escudellers 24
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431261.343,4581407.044,Bar Musical Macarena Club,null,C Nou de Sant Francesc 5
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431266.852,4581488.023,Marula Cafe Barcelona,null,C Escudellers 49
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431277.656,4581584.804,Bar musical So - da,933424529,C Avinyo 24
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431278.531,4581389.412,Bar Musical Dot Light Club,933027026,Nou de Sant Francesc 7
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431278.531,4581389.412,Bar Musical Soul Club,933100062,C Nou de Sant Francesc 7
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431284.8,4581448.677,Bar musical La Tintoreria,null,Obradors 7
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431335.884,4581520.183,Bar Karam,null,C Escudellers 54
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431386.964,4581424.711,Bar Red Rocket,null,C Codols 21
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431392.021,4581243.655,Restaurant Bar Margarita Blue,93 412 5489,C Josep Anselm Clave 6
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431396.236,4581598.899,Harlem Jazz Club,933100755,C Comtessa de Sobradiel 8
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431408.445,4581784.905,Bar Musical Ginger,933105309,C Palma de Sant Just 1
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431421.22,4581396.363,Bar Musical Polaroid Bar,931866669,C Codols 29
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431437.443,4582235.946,Bar musical Rococo,932691658,C Gombau 5*7
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431446.513,4581542.808,Manchester *Milans,627733081,Milans 5
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431447.255,4581510.762,Bar Musical Sincopa,null,Avinyo 35
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431470.888,4581298.312,Sottovoce,933188822,Pl Duc de Medinaceli 4
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431506.735,4581561.152,Bar Musical l'angel,933150756,C Gignas 7
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431511.744,4581636.171,Cocteleria Shango,null,C Groc 2
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431532.1,4581459.898,Bar Musical LP,null,C Simo Oller 3
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431533.378,4582434.142,Bar Musical Paspartu,null,C Basses de Sant Pere 14
C009,Bars i pubs musicals,Bares y pubs musicales,Music bars and 'pubs',431537.002,4581957.338,The Clansman,933197169,C Vigatans 13
